age, workclass, education-num, marital-status, occupation, relationship, race, sex, hours-per-week, native-country,earns
31,6,10,0,1,2,1,1,44,11,1
31,6,9,6,10,3,1,0,24,11,0
49,4,9,0,12,2,1,1,50,11,1
46,6,9,0,6,2,1,1,40,11,0
55,6,9,0,11,2,1,1,35,11,0
82,4,9,4,0,5,1,1,12,11,0
45,6,10,0,2,2,1,1,37,11,1
41,6,10,0,0,2,1,1,60,11,1
21,6,9,1,5,0,1,1,40,11,0
19,6,8,1,1,0,1,0,30,11,0
41,0,9,6,9,3,1,1,40,11,0
40,6,9,4,6,5,1,1,45,11,0
44,6,9,6,5,0,0,1,40,11,0
21,6,9,1,10,1,1,1,40,11,0
39,6,10,0,0,2,1,1,70,11,0
63,6,9,0,11,2,1,1,35,11,1
53,6,9,5,11,5,1,1,40,11,1
19,6,10,3,9,4,1,0,40,11,0
45,1,13,1,0,5,1,0,45,11,0
52,6,10,4,11,5,1,1,84,11,0
17,6,8,1,3,0,1,1,18,11,0
35,6,10,0,5,2,1,1,40,11,0
45,6,13,1,1,5,1,0,50,11,0
46,6,9,1,5,5,1,1,45,11,0
50,6,13,0,1,2,1,1,45,11,1
25,6,9,1,1,3,1,0,40,11,0
39,6,9,0,6,2,1,1,40,11,0
51,6,9,0,0,2,1,1,40,11,1
52,3,9,0,3,2,1,1,40,11,0
48,3,13,0,3,2,1,1,40,11,0
27,6,9,1,9,0,1,1,32,11,0
30,6,9,1,6,0,1,1,40,11,0
29,3,6,1,12,5,1,1,40,11,0
53,6,8,0,6,2,1,1,40,11,1
26,6,9,1,4,3,0,0,40,37,0
27,6,9,1,10,0,1,0,40,11,0
58,4,9,0,1,2,1,1,40,11,1
19,4,9,1,6,0,1,1,40,24,0
22,0,10,1,10,0,0,1,20,11,0
29,6,11,1,0,5,1,0,40,11,0
44,6,9,0,6,2,1,1,40,11,0
55,6,11,4,3,5,1,0,40,11,0
36,2,10,0,0,2,1,1,30,11,1
41,6,10,0,0,2,1,1,40,11,1
57,6,9,1,10,1,0,0,32,11,0
34,3,9,1,7,5,1,1,40,11,0
80,4,9,0,12,2,1,1,30,11,0
59,4,13,0,0,2,1,1,35,11,0
58,6,9,0,10,2,1,1,40,11,0
51,6,10,0,4,2,1,1,38,11,0
34,6,9,4,6,5,1,1,40,11,0
45,6,11,0,6,2,1,1,40,11,1
28,6,13,0,3,2,1,1,40,11,1
32,6,10,4,0,5,1,1,50,2,0
44,4,16,0,3,2,1,1,70,11,1
23,6,9,1,4,5,1,1,40,11,0
33,6,8,1,6,3,1,1,40,11,0
39,0,13,1,3,5,1,1,45,11,0
26,6,10,1,6,3,1,1,40,9,0
39,4,9,0,11,2,1,1,45,11,1
35,6,9,4,1,5,1,1,60,11,1
53,6,14,4,0,5,1,0,40,11,0
41,3,13,0,3,2,1,1,40,11,1
90,6,9,0,11,2,1,1,40,11,0
44,3,11,0,12,2,1,1,40,11,0
19,6,9,1,6,0,1,1,40,11,0
81,4,4,0,12,2,1,1,21,11,0
19,6,11,1,10,0,1,0,20,11,0
40,6,13,0,4,2,1,1,40,11,1
28,3,9,4,7,5,1,0,40,11,0
50,6,9,0,0,4,1,0,52,11,0
51,4,10,6,0,5,1,0,60,11,0
54,6,10,0,4,4,1,0,40,11,0
37,2,10,0,0,2,1,1,40,11,1
31,0,10,1,10,0,0,0,40,11,0
31,6,9,0,5,2,1,1,40,11,0
38,6,9,0,6,2,1,1,40,11,1
40,6,14,1,3,5,1,1,50,11,0
19,6,9,1,4,1,1,0,40,11,0
25,6,8,0,11,2,1,1,40,11,0
19,6,10,1,10,0,1,0,20,11,0
23,6,9,1,1,0,0,0,16,11,0
30,6,10,0,1,2,1,1,55,11,0
35,6,10,0,6,2,1,1,40,11,0
35,6,13,0,0,2,1,1,60,11,0
32,6,10,6,3,5,1,1,40,11,1
52,6,13,4,4,5,1,0,40,11,0
46,0,13,1,0,3,1,0,40,11,0
24,6,9,1,4,0,1,0,40,11,0
44,3,13,1,3,5,1,1,50,11,0
42,6,14,0,0,2,1,1,55,11,1
30,4,7,4,1,3,1,1,40,11,0
42,6,10,4,4,3,1,0,40,11,0
48,4,13,1,3,5,1,1,35,11,1
22,6,9,1,0,5,1,1,40,11,0
47,6,13,0,3,2,1,1,40,11,1
65,4,9,0,5,2,1,1,3,11,0
45,6,13,4,5,5,1,1,40,11,0
17,4,7,1,12,0,1,1,15,11,0
20,3,9,1,10,0,2,1,10,11,0
26,6,11,1,1,5,0,1,50,11,0
30,6,10,1,1,5,1,1,40,11,0
44,6,12,0,1,2,1,1,40,11,0
29,6,14,1,3,5,1,0,40,11,0
18,6,5,1,9,0,1,1,16,11,0
52,6,5,6,10,5,0,1,40,11,0
30,6,11,4,5,5,1,1,40,11,0
50,6,8,1,7,1,0,1,40,11,0
45,3,13,4,3,5,1,0,50,11,1
58,6,9,4,4,3,1,0,40,11,1
47,6,9,1,5,5,1,1,40,11,0
64,3,10,2,0,5,1,1,50,11,0
25,3,13,1,3,5,1,0,50,11,1
42,6,12,4,6,5,1,1,40,11,0
46,2,9,0,0,2,1,1,75,11,1
22,6,13,1,0,0,1,0,40,11,0
26,6,9,0,6,2,1,1,40,11,0
49,6,10,4,4,5,1,0,40,11,0
28,6,10,1,0,3,1,0,38,11,0
54,6,9,0,4,2,1,1,40,11,1
47,4,7,0,12,2,1,1,60,11,0
46,6,13,4,1,3,2,0,40,35,0
35,6,9,0,6,2,1,1,42,11,0
57,3,10,2,0,5,1,1,40,11,0
37,2,10,0,0,2,1,1,50,11,1
54,3,7,2,7,3,0,0,40,11,0
34,6,9,6,5,5,1,1,45,11,0
54,1,9,1,4,3,1,0,40,9,0
49,6,13,0,1,2,1,1,60,11,0
24,6,13,1,4,0,1,0,20,11,0
18,6,7,1,10,0,1,0,4,11,0
37,2,9,0,0,2,1,1,55,11,1
42,6,10,0,6,2,1,1,50,11,0
43,6,3,6,10,1,1,0,40,27,0
20,6,9,1,0,3,0,0,40,11,0
36,6,10,5,10,0,1,0,28,11,0
23,6,10,1,4,3,1,0,38,11,0
48,6,9,2,4,3,1,0,24,11,0
77,4,1,2,0,5,1,0,60,11,0
26,6,9,6,10,3,1,0,39,11,0
25,6,13,0,11,2,1,1,40,11,0
38,6,9,0,11,2,1,1,40,11,0
25,6,13,1,0,5,1,0,40,11,0
36,3,9,6,4,3,0,0,40,11,0
51,2,10,0,0,2,1,1,58,11,1
33,6,13,1,1,5,1,1,50,11,1
31,6,10,3,6,2,1,1,28,11,0
33,6,10,0,5,2,1,1,40,11,1
24,6,13,1,2,5,1,1,20,11,0
36,3,15,4,3,3,1,0,24,39,0
26,0,10,1,4,5,1,0,40,11,0
31,3,13,1,7,5,1,1,40,11,0
33,6,9,0,0,2,1,1,45,11,0
37,6,9,0,6,2,1,1,40,11,0
37,6,9,0,4,4,1,0,25,11,1
37,6,16,0,3,2,2,1,40,32,1
23,6,10,1,4,0,0,0,24,11,0
26,6,13,1,4,5,1,0,40,11,0
37,6,9,4,0,3,1,0,50,11,0
22,6,9,1,5,1,0,1,1,11,0
49,6,9,0,6,2,1,1,40,11,1
53,6,10,4,9,3,1,0,40,11,0
40,6,10,0,1,2,1,1,40,33,0
30,3,13,1,1,3,0,0,17,11,0
59,6,9,4,4,5,0,1,40,11,0
49,6,9,4,6,3,1,1,50,11,0
26,6,9,0,0,2,1,1,40,11,0
50,6,2,0,12,1,1,1,40,9,0
47,6,9,0,4,2,1,1,40,11,1
42,6,13,0,1,2,1,1,60,11,1
24,6,11,1,1,5,1,0,35,11,0
46,6,9,0,6,4,1,0,40,11,1
50,1,10,0,4,2,1,1,40,11,1
18,6,10,1,4,0,1,0,10,11,0
20,6,9,1,5,0,0,1,40,11,0
18,6,9,1,12,0,1,1,40,11,0
41,6,12,1,6,5,1,1,48,11,0
62,1,10,0,3,2,1,1,40,11,1
36,6,9,0,11,2,1,1,70,11,0
46,0,9,0,9,2,1,1,40,11,0
48,1,10,4,4,3,0,1,40,11,0
52,6,11,4,4,5,1,0,40,39,0
53,6,9,1,11,3,0,1,40,11,0
31,6,12,1,2,5,2,0,40,11,0
30,6,11,0,0,2,1,1,35,11,1
26,6,9,1,9,3,1,1,40,11,0
19,6,9,1,10,0,1,1,35,11,0
20,6,9,1,6,0,1,1,40,11,0
35,6,13,1,0,0,1,0,40,11,0
24,6,12,1,1,0,1,1,30,11,0
22,4,10,1,3,0,1,0,15,11,0
40,6,13,1,3,5,1,0,60,11,1
24,4,5,0,6,2,1,1,45,11,0
34,6,9,6,4,5,1,0,20,11,0
24,6,13,0,3,2,1,1,40,11,0
20,6,10,1,10,5,1,0,30,11,0
46,6,10,0,1,2,1,1,40,11,1
49,6,13,0,0,2,1,1,45,11,1
37,6,13,0,2,2,1,1,45,11,1
18,6,7,1,3,0,1,1,5,11,0
38,4,10,0,6,2,1,1,55,11,0
21,6,13,0,1,1,1,0,35,11,0
35,6,9,4,1,5,1,0,40,11,0
43,3,11,4,4,5,0,0,40,11,0
61,6,13,0,0,2,1,1,50,11,1
46,6,9,4,6,5,1,1,40,11,0
39,6,13,1,0,5,1,1,60,11,0
29,6,11,0,0,2,0,1,40,11,1
58,6,10,4,4,5,1,0,40,11,0
47,6,10,4,0,5,1,0,40,11,0
35,6,7,1,9,1,1,1,40,11,0
37,6,13,0,0,2,1,1,40,11,1
28,6,9,0,1,2,1,1,55,11,0
26,6,10,0,2,2,1,1,40,11,0
36,4,9,4,6,5,1,1,40,11,0
49,4,11,0,0,2,1,1,40,11,0
23,0,10,1,4,0,0,1,20,11,0
40,6,9,4,3,3,1,0,40,11,0
37,1,9,1,4,3,0,0,40,11,0
20,6,10,1,10,0,1,0,35,11,0
38,6,13,0,6,2,1,1,45,11,0
58,6,7,4,4,5,1,0,40,11,0
28,6,5,1,5,0,1,1,40,31,0
30,6,14,0,3,4,1,0,35,11,1
29,6,10,0,2,4,1,0,40,11,0
52,6,13,0,3,2,1,1,50,11,1
26,6,9,0,6,2,1,1,40,11,0
39,6,9,4,10,3,1,0,24,11,0
40,6,14,4,0,3,1,0,38,11,0
51,4,9,0,12,2,1,1,40,11,0
26,6,13,6,1,5,1,0,40,11,0
64,6,7,2,5,5,1,0,40,13,0
22,6,10,1,4,0,1,1,50,11,0
40,6,9,4,5,0,1,1,40,11,0
31,6,13,2,1,3,1,0,41,11,0
35,6,10,0,11,2,4,1,40,11,1
24,6,13,1,11,0,1,0,84,11,0
58,6,15,4,2,3,1,1,40,11,1
83,3,10,2,3,5,1,1,12,11,0
45,6,13,0,1,2,1,1,55,11,1
47,6,13,4,0,3,3,1,40,11,0
28,6,9,4,4,5,1,0,40,11,0
29,1,11,1,4,3,0,0,40,11,0
23,6,13,1,3,5,1,0,40,11,0
31,6,11,1,4,3,0,0,30,11,0
30,3,14,0,3,2,2,1,40,11,1
21,6,10,1,9,0,1,1,35,11,0
24,6,7,1,9,0,1,1,39,11,0
39,4,9,0,6,2,1,1,40,11,0
30,6,15,1,3,5,1,1,50,11,1
36,6,9,0,4,2,1,1,55,11,1
61,4,15,4,3,5,1,1,50,11,0
23,6,10,1,1,0,1,1,55,11,0
34,6,10,0,1,2,1,1,99,11,0
53,6,9,4,9,3,0,0,40,11,0
23,6,7,1,9,0,1,1,30,11,0
51,6,9,4,1,1,1,0,31,11,0
29,6,9,1,6,5,1,1,40,11,0
22,6,10,1,6,5,1,1,40,11,0
19,6,10,5,4,0,1,1,40,11,0
55,1,14,1,0,5,1,0,40,11,1
48,6,9,2,1,3,1,0,37,11,0
47,6,9,0,2,2,1,1,65,11,1
32,6,9,1,10,5,1,0,56,11,0
27,4,9,1,12,0,1,1,40,11,0
41,6,9,0,6,2,1,1,45,11,0
25,6,12,1,0,0,1,1,45,11,0
27,3,9,1,12,0,4,1,60,11,0
31,6,9,0,0,4,1,0,35,11,0
28,6,13,1,3,5,1,1,50,11,0
23,6,9,6,5,0,1,1,53,11,0
31,6,9,4,4,5,1,0,40,11,0
21,6,9,1,10,5,1,1,35,11,0
26,6,10,1,10,0,1,1,40,11,0
45,3,10,4,4,3,1,0,35,11,0
30,6,9,4,6,0,1,1,40,11,0
45,6,9,1,1,0,1,0,35,11,0
27,6,9,1,6,5,0,1,40,11,0
29,4,7,6,11,5,1,1,60,11,0
31,6,10,1,10,5,1,1,40,11,0
60,6,13,0,10,2,1,1,25,11,0
26,6,10,4,4,0,1,0,40,11,0
31,3,13,1,3,5,1,0,40,11,0
39,6,8,1,10,3,0,0,48,26,0
52,3,9,0,10,2,1,1,40,11,0
50,6,9,0,11,2,1,1,40,11,1
61,6,9,0,6,2,0,1,40,11,0
37,0,10,4,4,3,1,0,40,11,0
20,6,9,1,9,0,0,1,40,11,0
42,4,10,4,6,3,1,1,55,11,0
63,1,2,0,4,2,0,1,40,2,0
38,4,15,1,3,5,1,1,60,11,1
54,4,10,0,12,2,1,1,45,11,1
35,6,10,1,5,5,1,0,40,11,0
20,6,9,1,10,5,1,1,45,11,0
58,4,6,6,1,1,3,1,40,12,0
38,6,11,0,3,2,1,1,48,11,0
27,2,9,1,0,5,1,1,50,11,0
53,6,14,0,0,2,1,1,50,11,1
31,3,13,0,3,2,1,1,40,11,0
32,6,14,1,0,5,1,0,45,11,0
53,6,8,0,2,2,1,1,45,11,1
36,6,10,4,6,5,1,1,45,9,0
25,6,10,0,3,2,1,1,50,11,0
30,4,10,0,0,2,1,1,40,11,0
57,4,9,0,1,2,1,1,72,11,0
40,2,12,0,0,2,1,1,65,11,1
42,0,10,6,3,3,0,0,40,11,0
55,6,9,6,1,5,1,1,36,11,0
26,6,10,1,6,0,1,1,40,11,0
43,4,13,4,3,3,1,1,50,11,0
58,4,12,0,6,4,1,0,20,11,0
30,6,9,1,1,0,1,0,45,11,0
24,6,9,4,9,3,1,1,40,11,0
60,6,9,0,11,2,1,1,50,11,0
39,6,9,4,10,5,1,0,40,11,0
40,6,9,0,11,2,1,1,40,11,0
63,4,9,0,10,2,1,1,40,11,1
38,6,13,4,4,3,1,0,40,11,0
50,2,9,0,1,2,1,1,40,11,0
31,0,9,4,4,3,1,0,30,11,0
23,6,11,0,6,2,0,1,40,11,0
36,6,6,4,6,3,1,0,40,11,0
48,6,2,0,10,2,2,1,45,35,0
25,6,10,1,1,3,1,0,40,11,0
43,6,10,5,6,3,1,1,40,11,1
36,6,10,0,3,2,1,1,40,11,0
45,6,13,4,3,3,1,0,40,11,0
75,6,9,1,4,5,1,0,40,11,1
29,6,11,0,4,2,1,1,40,11,0
27,6,9,1,9,5,1,1,40,11,0
17,6,5,1,1,0,1,1,8,11,0
46,6,10,0,6,2,1,1,89,11,1
58,4,6,0,6,2,1,1,25,11,0
34,0,14,1,3,3,1,1,40,11,0
41,6,10,4,6,5,1,1,40,11,0
19,6,9,1,0,0,1,1,40,11,0
47,6,10,0,1,2,1,1,60,11,0
46,6,10,4,2,5,1,0,38,11,0
42,4,9,0,12,2,1,1,70,11,0
51,6,9,6,9,5,0,1,45,11,0
21,6,10,1,10,0,1,0,10,11,0
50,6,9,0,1,4,0,0,37,11,1
49,4,9,0,1,2,1,1,40,11,0
21,6,10,1,9,0,1,1,40,11,0
52,6,9,0,10,2,1,1,40,11,0
32,6,10,1,5,3,1,0,40,11,0
66,4,11,0,12,2,1,1,98,11,0
36,6,13,0,2,4,1,0,32,11,1
40,6,9,0,1,2,1,1,50,11,0
30,6,11,4,4,3,1,0,30,11,0
20,6,9,1,10,0,0,1,40,11,0
22,0,10,1,9,0,1,1,35,11,0
48,4,10,0,3,2,1,1,49,11,0
22,6,9,1,4,0,1,0,38,11,0
51,4,9,4,6,0,1,1,40,11,0
36,4,9,0,6,2,1,1,30,11,0
19,6,9,1,4,0,1,1,40,11,0
22,6,9,1,11,5,1,1,40,11,0
47,4,11,0,10,2,1,1,45,11,0
34,6,10,0,5,2,0,1,35,11,0
34,0,9,1,10,3,0,0,40,11,0
24,6,13,1,11,0,1,1,20,11,0
62,6,14,0,0,2,1,1,50,11,1
25,6,3,0,10,2,1,1,40,9,0
45,6,9,0,6,2,1,1,56,11,1
42,6,11,0,5,2,0,1,40,11,0
71,4,9,2,12,3,1,1,5,11,0
39,6,9,0,0,2,1,1,80,11,1
45,4,9,0,10,4,1,0,55,11,0
36,6,14,0,0,2,1,1,50,11,1
35,6,14,0,3,2,1,1,50,11,0
39,6,9,4,6,5,1,1,60,11,0
60,4,1,4,10,3,1,0,40,9,0
32,4,9,0,6,2,1,1,40,11,0
38,6,9,0,5,2,1,1,40,36,0
27,6,10,1,4,0,1,0,40,8,0
46,6,9,4,6,5,1,1,40,11,0
53,6,9,0,9,2,1,1,40,11,1
38,4,9,0,1,2,1,1,40,11,0
40,6,9,0,0,2,1,1,40,11,1
25,6,13,1,3,0,1,0,15,11,0
27,6,9,0,6,2,1,1,40,11,0
71,2,7,4,5,3,0,1,40,11,0
28,3,13,1,3,5,2,0,40,11,0
58,6,9,0,6,2,1,1,40,11,1
57,6,6,0,11,2,1,1,60,11,1
35,6,9,6,5,5,1,1,52,11,0
35,6,12,0,0,2,1,1,40,11,1
55,6,11,0,3,2,1,1,40,11,1
56,2,5,0,0,2,0,1,40,11,0
44,6,9,5,6,3,1,1,40,1,0
23,6,13,1,10,5,1,0,35,11,0
41,6,11,1,4,0,1,0,40,11,0
51,6,2,2,6,5,1,1,40,9,0
46,6,13,6,3,3,0,0,32,37,0
45,1,9,4,4,5,1,1,40,11,0
35,6,11,1,10,5,1,1,35,11,0
53,1,12,0,3,2,1,1,80,11,1
33,6,3,0,9,1,1,1,40,9,0
49,6,9,2,4,5,1,0,35,11,0
37,6,13,0,3,2,1,1,45,11,1
37,6,9,4,5,5,1,0,42,11,0
57,4,9,0,12,2,1,1,20,11,0
24,6,12,0,9,2,1,1,48,11,0
32,6,9,0,6,2,1,1,60,11,0
28,6,4,1,5,5,1,1,45,11,0
33,6,12,0,1,2,1,1,45,11,0
27,6,13,0,3,4,1,0,90,11,1
32,6,9,6,3,5,1,1,55,11,0
33,6,6,0,11,2,1,1,40,11,0
51,6,10,4,10,3,1,0,56,11,0
46,3,9,0,7,2,1,1,56,11,1
65,6,13,0,0,2,1,1,40,11,1
67,6,14,1,3,5,1,1,40,11,0
60,6,13,4,0,3,1,0,40,11,1
30,6,9,1,6,0,1,1,48,11,0
53,6,9,0,6,2,1,1,40,11,1
34,6,12,1,0,0,1,0,50,11,0
26,6,10,1,1,3,1,1,55,11,0
39,6,12,0,6,2,1,1,40,11,1
46,6,14,0,0,2,0,1,60,11,1
22,6,6,0,6,2,1,1,40,11,0
25,6,6,1,5,5,1,1,40,11,0
53,6,9,0,3,2,1,1,50,11,0
35,6,13,0,3,2,0,1,38,11,0
56,6,9,0,10,2,2,1,20,35,0
47,4,4,0,0,2,1,1,55,11,1
47,6,9,6,5,5,1,1,44,11,0
46,2,13,0,3,2,1,1,60,11,1
34,6,13,0,3,2,1,1,40,11,0
45,6,10,0,1,2,1,1,40,11,1
22,6,13,1,0,5,1,1,50,11,0
23,6,9,1,9,5,1,1,50,11,0
33,6,13,0,4,2,1,1,60,11,0
45,6,10,1,5,0,1,1,40,11,0
26,6,9,1,10,5,1,0,40,11,0
20,6,10,1,1,1,1,0,40,11,0
32,6,10,3,0,4,1,0,40,11,1
35,4,9,1,10,3,1,0,60,11,0
27,6,9,4,6,3,1,0,32,11,0
73,6,4,2,5,5,1,0,18,11,0
61,6,13,0,3,2,1,1,30,11,0
52,3,9,0,6,2,1,1,40,11,0
34,2,10,1,11,3,1,1,40,11,0
35,6,10,0,1,2,1,1,60,11,1
27,3,13,0,7,2,1,1,40,11,0
51,6,13,0,1,2,1,1,50,11,1
47,6,10,0,0,2,1,1,60,11,1
58,6,10,0,1,2,1,1,25,11,1
31,6,10,1,10,5,1,0,20,11,0
39,2,13,0,0,2,1,1,50,11,1
18,6,10,1,4,0,1,1,50,11,0
27,6,10,1,5,0,1,1,40,11,0
21,6,12,1,10,1,1,1,15,11,0
45,6,9,0,6,2,1,1,49,11,1
26,6,10,0,11,2,1,1,40,11,0
18,6,8,1,10,0,1,0,12,11,0
27,6,12,1,6,0,1,1,40,11,0
53,2,9,0,1,2,1,1,72,11,1
47,6,6,0,1,2,1,1,40,11,0
21,6,9,1,4,0,1,1,40,11,0
32,6,9,4,4,5,0,0,40,11,0
44,6,7,4,5,3,0,0,40,11,0
62,2,13,0,0,2,1,1,50,11,0
34,6,9,4,5,5,1,1,40,11,0
64,4,15,4,3,5,1,1,60,11,1
36,6,9,4,4,3,1,0,40,11,0
53,6,13,0,4,2,1,1,65,11,1
61,4,6,2,6,1,1,1,18,9,0
25,6,9,0,11,2,1,1,40,11,0
41,4,9,1,6,5,1,1,48,11,0
28,6,9,4,10,3,0,0,20,11,0
22,6,9,1,10,5,1,0,32,11,0
34,0,10,0,7,2,1,1,40,11,0
21,6,9,1,1,1,1,1,40,11,0
52,6,9,1,5,5,1,1,45,11,1
53,6,9,0,6,2,1,1,40,11,0
90,6,12,1,0,5,1,1,45,11,1
24,6,11,1,0,5,1,0,40,11,0
51,6,9,0,0,2,1,1,40,11,0
30,6,13,1,3,5,1,0,38,11,0
47,6,10,4,5,5,0,0,40,11,0
90,4,15,0,3,2,1,1,45,11,1
44,6,9,0,6,2,1,1,40,11,0
43,3,10,0,6,2,0,1,40,11,1
18,6,9,1,6,0,1,1,30,11,0
60,4,12,0,0,2,2,1,40,6,0
33,6,14,0,3,2,0,1,35,11,0
48,6,10,0,6,2,1,1,60,11,0
50,6,14,0,0,2,1,1,50,11,1
37,6,13,0,0,2,1,1,40,11,1
21,6,10,1,1,0,1,0,40,11,0
46,2,13,0,10,2,0,1,60,11,1
39,6,14,1,10,3,1,0,35,11,0
26,6,11,1,9,1,1,1,28,11,0
24,4,13,1,0,0,1,1,40,11,0
35,4,10,4,12,3,1,1,50,11,0
48,6,7,6,10,3,0,1,22,11,0
41,6,9,0,5,2,1,1,40,11,1
61,4,1,0,6,2,1,1,40,11,0
33,6,5,0,6,2,3,1,40,9,0
25,0,10,1,10,5,1,1,40,11,0
23,6,10,1,5,0,0,1,40,11,0
40,6,10,1,5,5,0,0,40,11,0
38,3,10,0,10,2,1,1,40,11,0
32,6,6,1,10,3,1,0,25,11,0
55,0,10,0,10,2,0,1,40,11,0
22,6,10,0,12,2,1,1,30,39,0
37,6,13,6,0,5,1,1,55,11,1
44,4,13,4,6,5,1,1,40,11,0
24,6,10,1,0,0,1,1,40,11,0
49,6,11,4,6,5,1,1,40,11,0
35,3,10,0,6,2,1,1,40,11,1
56,4,10,0,1,2,1,1,46,11,0
62,6,13,0,0,2,1,1,40,11,1
31,6,9,0,9,2,1,1,45,11,0
21,6,10,1,9,0,1,1,30,11,0
26,6,9,0,4,2,1,1,40,11,0
53,6,15,0,3,2,1,1,40,11,1
37,6,14,1,3,5,2,0,40,35,0
18,6,7,1,1,0,1,0,15,11,0
41,4,10,1,6,5,1,1,40,11,0
52,0,9,0,11,2,1,1,40,11,0
50,6,9,1,0,5,1,1,40,11,0
22,6,10,0,1,4,1,0,20,2,0
38,6,9,0,6,2,1,1,40,11,0
36,4,13,0,1,2,1,1,40,11,1
33,6,9,0,6,2,1,1,48,11,1
40,3,9,0,11,2,1,1,55,11,0
61,6,10,0,5,2,2,1,40,11,1
44,0,11,6,7,3,1,1,40,11,0
41,6,9,0,0,2,1,1,55,11,0
17,6,7,1,0,0,1,0,24,11,0
42,4,10,0,6,2,1,1,52,11,0
38,6,13,1,3,5,1,0,32,11,0
34,6,14,0,3,2,1,1,43,11,1
33,6,9,5,4,5,0,1,40,11,0
41,6,9,1,3,5,1,0,40,11,0
41,2,10,0,1,4,1,0,30,11,0
53,6,13,1,0,5,1,1,42,11,0
41,6,10,0,2,2,1,1,40,11,1
24,6,9,1,6,3,1,1,40,11,0
37,6,1,0,12,2,1,1,40,9,0
45,3,9,0,11,2,1,1,40,11,0
62,4,9,0,6,2,1,1,60,11,0
31,6,9,6,0,3,1,0,40,11,0
55,6,9,0,1,4,1,0,40,0,1
36,1,13,1,3,0,1,1,40,11,0
22,6,13,1,0,5,1,1,50,11,0
34,6,10,1,4,0,1,1,40,11,1
27,6,13,1,1,5,1,1,40,11,1
36,6,10,4,2,3,1,1,40,11,0
38,6,9,0,6,2,1,1,48,11,0
48,0,13,6,3,3,1,0,40,11,0
50,6,9,6,10,3,1,0,45,11,0
36,6,10,0,0,2,1,1,50,11,1
45,6,9,0,6,2,1,1,45,11,0
33,6,12,1,10,3,4,0,40,11,0
32,3,9,0,7,2,1,1,36,11,0
47,6,9,1,10,3,1,0,40,2,0
30,6,9,0,0,2,1,1,40,11,0
40,6,14,4,0,5,1,1,50,11,0
19,6,10,1,10,0,1,0,18,11,0
23,6,9,0,5,2,1,1,40,11,0
54,6,15,0,0,2,2,1,40,13,0
34,3,10,0,0,2,4,1,40,11,0
47,2,10,0,1,2,1,1,45,11,1
33,6,13,0,0,4,1,0,38,11,1
39,6,10,0,0,2,1,1,55,11,1
28,6,13,5,1,5,1,0,50,11,0
63,6,9,0,11,2,1,1,60,11,0
34,6,9,1,6,0,1,1,45,11,0
53,1,9,0,4,2,1,1,40,11,1
26,0,10,1,7,0,1,1,40,11,0
57,3,14,0,0,2,1,1,60,11,1
45,3,14,1,3,5,1,0,45,11,0
41,6,10,0,6,2,1,1,50,14,0
57,6,9,2,10,3,1,0,42,11,0
53,4,10,0,10,2,1,1,60,11,0
33,6,13,0,1,2,1,1,40,11,1
47,4,9,0,0,4,1,0,36,11,0
37,6,6,0,12,2,1,1,40,11,0
26,6,9,1,10,5,1,0,30,11,0
39,6,14,4,3,5,1,0,45,11,1
48,1,13,0,3,2,1,1,40,11,1
36,4,13,0,0,2,1,1,40,11,0
30,4,9,0,6,2,1,1,30,11,0
21,6,10,1,10,5,1,1,40,11,0
55,6,10,0,3,2,1,1,40,11,1
27,4,11,0,12,2,1,1,70,11,0
35,6,10,1,10,3,0,0,37,11,0
18,6,10,5,4,1,1,0,40,3,0
18,6,6,1,11,0,1,1,40,11,0
78,4,9,2,0,5,1,1,24,11,0
23,6,13,1,2,0,1,0,50,11,0
35,6,9,1,4,0,1,0,40,11,0
24,6,10,0,4,2,1,1,40,11,1
28,6,9,1,6,0,1,1,40,11,0
33,6,10,0,4,4,1,0,40,11,1
22,6,10,1,3,0,1,1,40,11,0
80,6,9,2,10,5,0,1,15,11,0
41,6,9,0,1,4,1,0,20,11,0
27,4,14,1,3,5,1,1,40,11,1
45,6,13,0,2,2,0,1,40,11,1
52,6,13,0,1,2,1,1,48,11,1
48,3,15,0,3,2,2,1,40,30,1
17,6,6,1,4,0,1,0,4,11,0
60,6,8,4,12,5,1,1,40,11,0
76,6,9,2,7,5,1,0,18,11,0
22,6,10,1,10,5,1,0,30,11,0
34,6,9,1,6,5,1,1,45,11,0
39,6,4,6,10,1,1,1,40,27,0
40,6,9,1,6,0,1,0,40,11,0
52,2,15,0,3,2,1,1,40,11,1
28,0,12,1,4,0,1,0,40,9,0
26,2,10,1,1,1,1,1,40,11,0
63,4,13,0,1,2,1,1,40,11,1
41,6,10,0,3,2,1,1,50,11,1
59,4,9,0,1,2,1,1,80,11,0
31,6,12,4,3,0,1,0,40,11,0
34,4,10,1,12,0,1,1,50,11,0
40,6,5,4,6,3,1,1,40,11,0
29,6,13,1,2,5,0,0,40,11,0
42,6,9,0,6,2,1,1,40,11,0
35,6,9,0,12,2,1,1,40,0,0
55,6,9,2,10,3,0,0,35,11,0
77,6,16,2,0,3,1,1,40,11,0
59,2,10,0,0,4,1,0,20,11,0
47,6,13,0,0,2,1,1,43,11,1
56,6,9,0,9,2,1,1,40,11,0
34,6,7,0,11,2,1,1,40,11,0
61,0,9,0,11,2,1,1,40,11,0
36,6,9,0,1,2,1,1,40,11,1
